"Plot Title: Gap Mills"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10039792, SEN S/N: 10039792)","Temp, °F (LGR S/N: 10039792, SEN S/N: 10039792)","Coupler Detached (LGR S/N: 10039792)","Coupler Attached (LGR S/N: 10039792)","Host Connected (LGR S/N: 10039792)","Stopped (LGR S/N: 10039792)","End Of File (LGR S/N: 10039792)"
1,03/10/17 12:00:00 PM,84.7,49.78,,,,,
2,03/10/17 12:15:00 PM,85.1,49.82,,,,,
3,03/10/17 12:30:00 PM,84.7,49.82,,,,,
4,03/10/17 12:45:00 PM,85.1,49.82,,,,,
5,03/10/17 01:00:00 PM,84.7,49.82,,,,,
6,03/10/17 01:15:00 PM,85.1,49.84,,,,,
7,03/10/17 01:30:00 PM,84.7,49.82,,,,,
8,03/10/17 01:45:00 PM,84.7,49.82,,,,,
9,03/10/17 02:00:00 PM,84.7,49.82,,,,,
10,03/10/17 02:15:00 PM,84.7,49.78,,,,,
11,03/10/17 02:30:00 PM,84.7,49.82,,,,,
12,03/10/17 02:45:00 PM,84.7,49.84,,,,,
13,03/10/17 03:00:00 PM,84.7,49.82,,,,,
14,03/10/17 03:15:00 PM,84.7,49.82,,,,,
15,03/10/17 03:30:00 PM,85.1,49.82,,,,,
16,03/10/17 03:45:00 PM,85.5,49.82,,,,,
17,03/10/17 04:00:00 PM,85.1,49.82,,,,,
18,03/10/17 04:15:00 PM,85.5,49.82,,,,,
19,03/10/17 04:30:00 PM,85.1,49.82,,,,,
20,03/10/17 04:45:00 PM,85.1,49.82,,,,,
21,03/10/17 05:00:00 PM,85.1,49.82,,,,,
22,03/10/17 05:15:00 PM,84.7,49.84,,,,,
23,03/10/17 05:30:00 PM,85.1,49.82,,,,,
24,03/10/17 05:45:00 PM,85.5,49.84,,,,,
25,03/10/17 06:00:00 PM,85.5,49.82,,,,,
26,03/10/17 06:15:00 PM,85.1,49.82,,,,,
27,03/10/17 06:30:00 PM,85.1,49.84,,,,,
28,03/10/17 06:45:00 PM,84.7,49.84,,,,,
29,03/10/17 07:00:00 PM,85.5,49.84,,,,,
30,03/10/17 07:15:00 PM,85.5,49.82,,,,,
31,03/10/17 07:30:00 PM,85.5,49.82,,,,,
32,03/10/17 07:45:00 PM,85.5,49.84,,,,,
33,03/10/17 08:00:00 PM,85.9,49.84,,,,,
34,03/10/17 08:15:00 PM,85.5,49.84,,,,,
35,03/10/17 08:30:00 PM,85.5,49.84,,,,,
36,03/10/17 08:45:00 PM,85.5,49.84,,,,,
37,03/10/17 09:00:00 PM,85.5,49.84,,,,,
38,03/10/17 09:15:00 PM,85.5,49.84,,,,,
39,03/10/17 09:30:00 PM,85.5,49.82,,,,,
40,03/10/17 09:45:00 PM,85.5,49.82,,,,,
41,03/10/17 10:00:00 PM,85.5,49.82,,,,,
42,03/10/17 10:15:00 PM,85.5,49.84,,,,,
43,03/10/17 10:30:00 PM,85.5,49.84,,,,,
44,03/10/17 10:45:00 PM,85.5,49.82,,,,,
45,03/10/17 11:00:00 PM,85.5,49.84,,,,,
46,03/10/17 11:15:00 PM,85.5,49.84,,,,,
47,03/10/17 11:30:00 PM,85.5,49.84,,,,,
48,03/10/17 11:45:00 PM,85.9,49.82,,,,,
49,03/11/17 12:00:00 AM,86.2,49.84,,,,,
50,03/11/17 12:15:00 AM,86.2,49.82,,,,,
51,03/11/17 12:30:00 AM,86.6,49.84,,,,,
52,03/11/17 12:45:00 AM,86.2,49.82,,,,,
53,03/11/17 01:00:00 AM,86.2,49.84,,,,,
54,03/11/17 01:15:00 AM,86.6,49.84,,,,,
55,03/11/17 01:30:00 AM,85.9,49.84,,,,,
56,03/11/17 01:45:00 AM,86.2,49.82,,,,,
57,03/11/17 02:00:00 AM,86.2,49.84,,,,,
58,03/11/17 02:15:00 AM,86.2,49.84,,,,,
59,03/11/17 02:30:00 AM,86.6,49.84,,,,,
60,03/11/17 02:45:00 AM,86.2,49.84,,,,,
61,03/11/17 03:00:00 AM,86.2,49.82,,,,,
62,03/11/17 03:15:00 AM,86.2,49.84,,,,,
63,03/11/17 03:30:00 AM,86.6,49.84,,,,,
64,03/11/17 03:45:00 AM,86.6,49.84,,,,,
65,03/11/17 04:00:00 AM,86.2,49.82,,,,,
66,03/11/17 04:15:00 AM,86.6,49.84,,,,,
67,03/11/17 04:30:00 AM,86.2,49.84,,,,,
68,03/11/17 04:45:00 AM,86.2,49.84,,,,,
69,03/11/17 05:00:00 AM,86.2,49.84,,,,,
70,03/11/17 05:15:00 AM,86.2,49.84,,,,,
71,03/11/17 05:30:00 AM,86.6,49.84,,,,,
72,03/11/17 05:45:00 AM,86.2,49.82,,,,,
73,03/11/17 06:00:00 AM,86.2,49.84,,,,,
74,03/11/17 06:15:00 AM,86.2,49.82,,,,,
75,03/11/17 06:30:00 AM,86.6,49.84,,,,,
76,03/11/17 06:45:00 AM,86.6,49.84,,,,,
77,03/11/17 07:00:00 AM,86.2,49.84,,,,,
78,03/11/17 07:15:00 AM,86.2,49.84,,,,,
79,03/11/17 07:30:00 AM,86.6,49.84,,,,,
80,03/11/17 07:45:00 AM,86.2,49.84,,,,,
81,03/11/17 08:00:00 AM,86.2,49.82,,,,,
82,03/11/17 08:15:00 AM,86.6,49.84,,,,,
83,03/11/17 08:30:00 AM,86.6,49.84,,,,,
84,03/11/17 08:45:00 AM,86.6,49.84,,,,,
85,03/11/17 09:00:00 AM,86.6,49.82,,,,,
86,03/11/17 09:15:00 AM,86.6,49.84,,,,,
87,03/11/17 09:30:00 AM,86.6,49.84,,,,,
88,03/11/17 09:45:00 AM,87.0,49.86,,,,,
89,03/11/17 10:00:00 AM,86.6,49.84,,,,,
90,03/11/17 10:15:00 AM,87.0,49.84,,,,,
91,03/11/17 10:30:00 AM,87.0,49.86,,,,,
92,03/11/17 10:45:00 AM,86.6,49.84,,,,,
93,03/11/17 11:00:00 AM,86.6,49.84,,,,,
94,03/11/17 11:15:00 AM,86.6,49.84,,,,,
95,03/11/17 11:30:00 AM,87.0,49.84,,,,,
96,03/11/17 11:45:00 AM,87.0,49.84,,,,,
97,03/11/17 12:00:00 PM,87.0,49.84,,,,,
98,03/11/17 12:15:00 PM,87.0,49.82,,,,,
99,03/11/17 12:30:00 PM,87.0,49.84,,,,,
100,03/11/17 12:45:00 PM,87.0,49.84,,,,,
101,03/11/17 01:00:00 PM,87.0,49.84,,,,,
102,03/11/17 01:15:00 PM,87.4,49.84,,,,,
103,03/11/17 01:30:00 PM,86.6,49.84,,,,,
104,03/11/17 01:45:00 PM,87.0,49.84,,,,,
105,03/11/17 02:00:00 PM,87.4,49.84,,,,,
106,03/11/17 02:15:00 PM,87.0,49.84,,,,,
107,03/11/17 02:30:00 PM,87.0,49.84,,,,,
108,03/11/17 02:45:00 PM,87.0,49.84,,,,,
109,03/11/17 03:00:00 PM,87.0,49.86,,,,,
110,03/11/17 03:15:00 PM,87.0,49.84,,,,,
111,03/11/17 03:30:00 PM,87.4,49.86,,,,,
112,03/11/17 03:45:00 PM,87.4,49.84,,,,,
113,03/11/17 04:00:00 PM,87.4,49.84,,,,,
114,03/11/17 04:15:00 PM,87.4,49.86,,,,,
115,03/11/17 04:30:00 PM,87.4,49.86,,,,,
116,03/11/17 04:45:00 PM,87.4,49.86,,,,,
117,03/11/17 05:00:00 PM,87.4,49.86,,,,,
118,03/11/17 05:15:00 PM,87.4,49.84,,,,,
119,03/11/17 05:30:00 PM,87.4,49.84,,,,,
120,03/11/17 05:45:00 PM,87.4,49.84,,,,,
121,03/11/17 06:00:00 PM,87.4,49.84,,,,,
122,03/11/17 06:15:00 PM,87.4,49.86,,,,,
123,03/11/17 06:30:00 PM,87.4,49.86,,,,,
124,03/11/17 06:45:00 PM,87.0,49.84,,,,,
125,03/11/17 07:00:00 PM,87.4,49.84,,,,,
126,03/11/17 07:15:00 PM,87.4,49.86,,,,,
127,03/11/17 07:30:00 PM,87.0,49.86,,,,,
128,03/11/17 07:45:00 PM,87.4,49.84,,,,,
129,03/11/17 08:00:00 PM,87.4,49.84,,,,,
130,03/11/17 08:15:00 PM,87.4,49.86,,,,,
131,03/11/17 08:30:00 PM,87.4,49.86,,,,,
132,03/11/17 08:45:00 PM,87.4,49.86,,,,,
133,03/11/17 09:00:00 PM,87.4,49.86,,,,,
134,03/11/17 09:15:00 PM,87.4,49.86,,,,,
135,03/11/17 09:30:00 PM,87.4,49.84,,,,,
136,03/11/17 09:45:00 PM,87.4,49.84,,,,,
137,03/11/17 10:00:00 PM,87.4,49.86,,,,,
138,03/11/17 10:15:00 PM,87.4,49.86,,,,,
139,03/11/17 10:30:00 PM,87.4,49.86,,,,,
140,03/11/17 10:45:00 PM,87.4,49.86,,,,,
141,03/11/17 11:00:00 PM,87.4,49.86,,,,,
142,03/11/17 11:15:00 PM,87.4,49.86,,,,,
143,03/11/17 11:30:00 PM,87.4,49.86,,,,,
144,03/11/17 11:45:00 PM,87.4,49.86,,,,,
145,03/12/17 12:00:00 AM,87.4,49.86,,,,,
146,03/12/17 12:15:00 AM,87.4,49.86,,,,,
147,03/12/17 12:30:00 AM,87.4,49.86,,,,,
148,03/12/17 12:45:00 AM,87.4,49.84,,,,,
149,03/12/17 01:00:00 AM,87.4,49.86,,,,,
150,03/12/17 01:15:00 AM,87.4,49.86,,,,,
151,03/12/17 01:30:00 AM,87.4,49.84,,,,,
152,03/12/17 01:45:00 AM,87.4,49.86,,,,,
153,03/12/17 02:00:00 AM,87.8,49.86,,,,,
154,03/12/17 02:15:00 AM,87.8,49.86,,,,,
155,03/12/17 02:30:00 AM,87.8,49.86,,,,,
156,03/12/17 02:45:00 AM,87.4,49.86,,,,,
157,03/12/17 03:00:00 AM,87.8,49.86,,,,,
158,03/12/17 03:15:00 AM,87.8,49.86,,,,,
159,03/12/17 03:30:00 AM,87.4,49.86,,,,,
160,03/12/17 03:45:00 AM,87.4,49.86,,,,,
161,03/12/17 04:00:00 AM,87.8,49.86,,,,,
162,03/12/17 04:15:00 AM,87.8,49.86,,,,,
163,03/12/17 04:30:00 AM,87.8,49.86,,,,,
164,03/12/17 04:45:00 AM,87.8,49.86,,,,,
165,03/12/17 05:00:00 AM,87.8,49.86,,,,,
166,03/12/17 05:15:00 AM,87.8,49.86,,,,,
167,03/12/17 05:30:00 AM,87.8,49.86,,,,,
168,03/12/17 05:45:00 AM,87.8,49.86,,,,,
169,03/12/17 06:00:00 AM,88.2,49.86,,,,,
170,03/12/17 06:15:00 AM,88.2,49.86,,,,,
171,03/12/17 06:30:00 AM,88.6,49.86,,,,,
172,03/12/17 06:45:00 AM,88.6,49.89,,,,,
173,03/12/17 07:00:00 AM,88.6,49.86,,,,,
174,03/12/17 07:15:00 AM,88.6,49.86,,,,,
175,03/12/17 07:30:00 AM,88.2,49.86,,,,,
176,03/12/17 07:45:00 AM,88.2,49.86,,,,,
177,03/12/17 08:00:00 AM,88.6,49.86,,,,,
178,03/12/17 08:15:00 AM,88.6,49.86,,,,,
179,03/12/17 08:30:00 AM,88.6,49.86,,,,,
180,03/12/17 08:45:00 AM,88.6,49.86,,,,,
181,03/12/17 09:00:00 AM,89.0,49.86,,,,,
182,03/12/17 09:15:00 AM,88.6,49.86,,,,,
183,03/12/17 09:30:00 AM,89.0,49.86,,,,,
184,03/12/17 09:45:00 AM,88.2,49.86,,,,,
185,03/12/17 10:00:00 AM,88.6,49.84,,,,,
186,03/12/17 10:15:00 AM,88.2,49.86,,,,,
187,03/12/17 10:30:00 AM,88.6,49.86,,,,,
188,03/12/17 10:45:00 AM,88.2,49.86,,,,,
189,03/12/17 11:00:00 AM,88.6,49.86,,,,,
190,03/12/17 11:15:00 AM,88.6,49.86,,,,,
191,03/12/17 11:30:00 AM,89.0,49.89,,,,,
192,03/12/17 11:45:00 AM,89.0,49.89,,,,,
193,03/12/17 12:00:00 PM,89.0,49.86,,,,,
194,03/12/17 12:15:00 PM,89.0,49.86,,,,,
195,03/12/17 12:30:00 PM,88.6,49.89,,,,,
196,03/12/17 12:45:00 PM,89.0,49.86,,,,,
197,03/12/17 01:00:00 PM,89.0,49.89,,,,,
198,03/12/17 01:15:00 PM,89.0,49.86,,,,,
199,03/12/17 01:30:00 PM,89.0,49.89,,,,,
200,03/12/17 01:45:00 PM,89.0,49.86,,,,,
201,03/12/17 02:00:00 PM,89.0,49.89,,,,,
202,03/12/17 02:15:00 PM,89.0,49.89,,,,,
203,03/12/17 02:30:00 PM,89.4,49.89,,,,,
204,03/12/17 02:45:00 PM,89.4,49.86,,,,,
205,03/12/17 03:00:00 PM,89.0,49.89,,,,,
206,03/12/17 03:15:00 PM,89.0,49.89,,,,,
207,03/12/17 03:30:00 PM,89.0,49.89,,,,,
208,03/12/17 03:45:00 PM,89.4,49.89,,,,,
209,03/12/17 04:00:00 PM,89.4,49.89,,,,,
210,03/12/17 04:15:00 PM,89.4,49.86,,,,,
211,03/12/17 04:30:00 PM,89.4,49.89,,,,,
212,03/12/17 04:45:00 PM,89.4,49.89,,,,,
213,03/12/17 05:00:00 PM,89.4,49.89,,,,,
214,03/12/17 05:15:00 PM,89.4,49.89,,,,,
215,03/12/17 05:30:00 PM,89.4,49.86,,,,,
216,03/12/17 05:45:00 PM,89.4,49.89,,,,,
217,03/12/17 06:00:00 PM,89.0,49.89,,,,,
218,03/12/17 06:15:00 PM,89.4,49.86,,,,,
219,03/12/17 06:30:00 PM,89.4,49.89,,,,,
220,03/12/17 06:45:00 PM,89.4,49.86,,,,,
221,03/12/17 07:00:00 PM,89.4,49.89,,,,,
222,03/12/17 07:15:00 PM,89.4,49.89,,,,,
223,03/12/17 07:30:00 PM,89.4,49.89,,,,,
224,03/12/17 07:45:00 PM,89.4,49.89,,,,,
225,03/12/17 08:00:00 PM,89.4,49.89,,,,,
226,03/12/17 08:15:00 PM,89.7,49.89,,,,,
227,03/12/17 08:30:00 PM,89.7,49.89,,,,,
228,03/12/17 08:45:00 PM,89.7,49.89,,,,,
229,03/12/17 09:00:00 PM,89.7,49.89,,,,,
230,03/12/17 09:15:00 PM,89.4,49.89,,,,,
231,03/12/17 09:30:00 PM,89.4,49.89,,,,,
232,03/12/17 09:45:00 PM,89.7,49.89,,,,,
233,03/12/17 10:00:00 PM,89.4,49.86,,,,,
234,03/12/17 10:15:00 PM,89.7,49.89,,,,,
235,03/12/17 10:30:00 PM,89.7,49.89,,,,,
236,03/12/17 10:45:00 PM,89.7,49.89,,,,,
237,03/12/17 11:00:00 PM,89.7,49.89,,,,,
238,03/12/17 11:15:00 PM,89.7,49.89,,,,,
239,03/12/17 11:30:00 PM,89.7,49.86,,,,,
240,03/12/17 11:45:00 PM,89.7,49.89,,,,,
241,03/13/17 12:00:00 AM,89.7,49.89,,,,,
242,03/13/17 12:15:00 AM,89.7,49.89,,,,,
243,03/13/17 12:30:00 AM,89.7,49.89,,,,,
244,03/13/17 12:45:00 AM,89.7,49.86,,,,,
245,03/13/17 01:00:00 AM,89.7,49.86,,,,,
246,03/13/17 01:15:00 AM,90.1,49.89,,,,,
247,03/13/17 01:30:00 AM,89.7,49.89,,,,,
248,03/13/17 01:45:00 AM,90.1,49.89,,,,,
249,03/13/17 02:00:00 AM,90.1,49.89,,,,,
250,03/13/17 02:15:00 AM,90.1,49.91,,,,,
251,03/13/17 02:30:00 AM,90.1,49.89,,,,,
252,03/13/17 02:45:00 AM,90.1,49.91,,,,,
253,03/13/17 03:00:00 AM,90.1,49.91,,,,,
254,03/13/17 03:15:00 AM,90.1,49.89,,,,,
255,03/13/17 03:30:00 AM,90.1,49.91,,,,,
256,03/13/17 03:45:00 AM,90.1,49.89,,,,,
257,03/13/17 04:00:00 AM,90.1,49.89,,,,,
258,03/13/17 04:15:00 AM,90.1,49.89,,,,,
259,03/13/17 04:30:00 AM,90.5,49.91,,,,,
260,03/13/17 04:45:00 AM,90.1,49.91,,,,,
261,03/13/17 05:00:00 AM,90.1,49.89,,,,,
262,03/13/17 05:15:00 AM,90.1,49.86,,,,,
263,03/13/17 05:30:00 AM,90.1,49.89,,,,,
264,03/13/17 05:45:00 AM,90.1,49.89,,,,,
265,03/13/17 06:00:00 AM,90.5,49.91,,,,,
266,03/13/17 06:15:00 AM,90.1,49.89,,,,,
267,03/13/17 06:30:00 AM,90.1,49.89,,,,,
268,03/13/17 06:45:00 AM,90.5,49.89,,,,,
269,03/13/17 07:00:00 AM,90.5,49.89,,,,,
270,03/13/17 07:15:00 AM,90.5,49.91,,,,,
271,03/13/17 07:30:00 AM,90.5,49.86,,,,,
272,03/13/17 07:45:00 AM,90.1,49.89,,,,,
273,03/13/17 08:00:00 AM,90.5,49.89,,,,,
274,03/13/17 08:15:00 AM,90.5,49.89,,,,,
275,03/13/17 08:30:00 AM,90.9,49.89,,,,,
276,03/13/17 08:45:00 AM,90.9,49.89,,,,,
277,03/13/17 09:00:00 AM,90.9,49.89,,,,,
278,03/13/17 09:15:00 AM,90.9,49.89,,,,,
279,03/13/17 09:30:00 AM,90.9,49.89,,,,,
280,03/13/17 09:45:00 AM,90.9,49.91,,,,,
281,03/13/17 10:00:00 AM,90.9,49.91,,,,,
282,03/13/17 10:15:00 AM,90.9,49.91,,,,,
283,03/13/17 10:30:00 AM,90.9,49.89,,,,,
284,03/13/17 10:45:00 AM,90.9,49.89,,,,,
285,03/13/17 11:00:00 AM,91.3,49.91,,,,,
286,03/13/17 11:15:00 AM,90.9,49.89,,,,,
287,03/13/17 11:30:00 AM,90.9,49.89,,,,,
288,03/13/17 11:45:00 AM,90.9,49.89,,,,,
289,03/13/17 12:00:00 PM,90.9,49.91,,,,,
290,03/13/17 12:15:00 PM,91.3,49.91,,,,,
291,03/13/17 12:30:00 PM,91.3,49.91,,,,,
292,03/13/17 12:45:00 PM,91.3,49.91,,,,,
293,03/13/17 01:00:00 PM,91.3,49.91,,,,,
294,03/13/17 01:15:00 PM,91.3,49.91,,,,,
295,03/13/17 01:30:00 PM,91.3,49.89,,,,,
296,03/13/17 01:45:00 PM,91.3,49.91,,,,,
297,03/13/17 02:00:00 PM,91.3,49.91,,,,,
298,03/13/17 02:15:00 PM,91.3,49.91,,,,,
299,03/13/17 02:30:00 PM,91.3,49.89,,,,,
300,03/13/17 02:45:00 PM,91.3,49.89,,,,,
301,03/13/17 03:00:00 PM,91.3,49.89,,,,,
302,03/13/17 03:15:00 PM,91.7,49.91,,,,,
303,03/13/17 03:30:00 PM,91.7,49.91,,,,,
304,03/13/17 03:45:00 PM,91.3,49.91,,,,,
305,03/13/17 04:00:00 PM,91.3,49.91,,,,,
306,03/13/17 04:15:00 PM,90.9,49.91,,,,,
307,03/13/17 04:30:00 PM,91.3,49.91,,,,,
308,03/13/17 04:45:00 PM,91.3,49.91,,,,,
309,03/13/17 05:00:00 PM,91.3,49.91,,,,,
310,03/13/17 05:15:00 PM,91.3,49.89,,,,,
311,03/13/17 05:30:00 PM,91.3,49.91,,,,,
312,03/13/17 05:45:00 PM,91.7,49.91,,,,,
313,03/13/17 06:00:00 PM,91.3,49.91,,,,,
314,03/13/17 06:15:00 PM,91.3,49.91,,,,,
315,03/13/17 06:30:00 PM,92.1,49.93,,,,,
316,03/13/17 06:45:00 PM,91.3,49.91,,,,,
317,03/13/17 07:00:00 PM,91.3,49.89,,,,,
318,03/13/17 07:15:00 PM,91.3,49.89,,,,,
319,03/13/17 07:30:00 PM,91.7,49.91,,,,,
320,03/13/17 07:45:00 PM,91.7,49.89,,,,,
321,03/13/17 08:00:00 PM,91.3,49.89,,,,,
322,03/13/17 08:15:00 PM,91.7,49.89,,,,,
323,03/13/17 08:30:00 PM,91.3,49.91,,,,,
324,03/13/17 08:45:00 PM,91.7,49.91,,,,,
325,03/13/17 09:00:00 PM,91.7,49.91,,,,,
326,03/13/17 09:15:00 PM,91.3,49.89,,,,,
327,03/13/17 09:30:00 PM,91.3,49.91,,,,,
328,03/13/17 09:45:00 PM,91.7,49.89,,,,,
329,03/13/17 10:00:00 PM,91.3,49.91,,,,,
330,03/13/17 10:15:00 PM,92.1,49.91,,,,,
331,03/13/17 10:30:00 PM,91.7,49.91,,,,,
332,03/13/17 10:45:00 PM,91.3,49.91,,,,,
333,03/13/17 11:00:00 PM,91.7,49.91,,,,,
334,03/13/17 11:15:00 PM,91.7,49.89,,,,,
335,03/13/17 11:30:00 PM,92.1,49.91,,,,,
336,03/13/17 11:45:00 PM,91.7,49.91,,,,,
337,03/14/17 12:00:00 AM,92.1,49.93,,,,,
338,03/14/17 12:15:00 AM,92.1,49.91,,,,,
339,03/14/17 12:30:00 AM,92.1,49.91,,,,,
340,03/14/17 12:45:00 AM,92.1,49.93,,,,,
341,03/14/17 01:00:00 AM,91.7,49.91,,,,,
342,03/14/17 01:15:00 AM,92.1,49.91,,,,,
343,03/14/17 01:30:00 AM,92.1,49.93,,,,,
344,03/14/17 01:45:00 AM,92.1,49.93,,,,,
345,03/14/17 02:00:00 AM,92.5,49.91,,,,,
346,03/14/17 02:15:00 AM,92.1,49.91,,,,,
347,03/14/17 02:30:00 AM,92.1,49.91,,,,,
348,03/14/17 02:45:00 AM,92.1,49.91,,,,,
349,03/14/17 03:00:00 AM,92.1,49.89,,,,,
350,03/14/17 03:15:00 AM,91.7,49.91,,,,,
351,03/14/17 03:30:00 AM,92.1,49.91,,,,,
352,03/14/17 03:45:00 AM,92.1,49.91,,,,,
353,03/14/17 04:00:00 AM,92.5,49.93,,,,,
354,03/14/17 04:15:00 AM,92.5,49.93,,,,,
355,03/14/17 04:30:00 AM,92.5,49.91,,,,,
356,03/14/17 04:45:00 AM,92.1,49.91,,,,,
357,03/14/17 05:00:00 AM,92.1,49.91,,,,,
358,03/14/17 05:15:00 AM,92.5,49.93,,,,,
359,03/14/17 05:30:00 AM,92.5,49.93,,,,,
360,03/14/17 05:45:00 AM,92.5,49.93,,,,,
361,03/14/17 06:00:00 AM,92.5,49.91,,,,,
362,03/14/17 06:15:00 AM,92.1,49.91,,,,,
363,03/14/17 06:30:00 AM,92.5,49.93,,,,,
364,03/14/17 06:45:00 AM,92.5,49.93,,,,,
365,03/14/17 07:00:00 AM,92.5,49.93,,,,,
366,03/14/17 07:15:00 AM,92.5,49.91,,,,,
367,03/14/17 07:30:00 AM,92.5,49.93,,,,,
368,03/14/17 07:45:00 AM,91.3,49.91,,,,,
369,03/14/17 08:00:00 AM,91.7,49.93,,,,,
370,03/14/17 08:15:00 AM,91.7,49.93,,,,,
371,03/14/17 08:30:00 AM,91.7,49.93,,,,,
372,03/14/17 08:45:00 AM,91.7,49.93,,,,,
373,03/14/17 09:00:00 AM,91.7,49.93,,,,,
374,03/14/17 09:15:00 AM,91.7,49.93,,,,,
375,03/14/17 09:30:00 AM,91.7,49.91,,,,,
376,03/14/17 09:45:00 AM,91.7,49.91,,,,,
377,03/14/17 10:00:00 AM,91.7,49.91,,,,,
378,03/14/17 10:15:00 AM,91.7,49.93,,,,,
379,03/14/17 10:30:00 AM,91.7,49.91,,,,,
380,03/14/17 10:45:00 AM,91.7,49.93,,,,,
381,03/14/17 11:00:00 AM,92.1,49.93,,,,,
382,03/14/17 11:15:00 AM,91.7,49.93,,,,,
383,03/14/17 11:30:00 AM,91.7,49.91,,,,,
384,03/14/17 11:45:00 AM,91.7,49.93,,,,,
385,03/14/17 12:00:00 PM,91.7,49.91,,,,,
386,03/14/17 12:15:00 PM,91.7,49.93,,,,,
387,03/14/17 12:30:00 PM,91.7,49.93,,,,,
388,03/14/17 12:45:00 PM,92.1,49.93,,,,,
389,03/14/17 01:00:00 PM,91.7,49.93,,,,,
390,03/14/17 01:15:00 PM,91.7,49.93,,,,,
391,03/14/17 01:30:00 PM,91.7,49.91,,,,,
392,03/14/17 01:45:00 PM,91.7,49.93,,,,,
393,03/14/17 02:00:00 PM,92.1,49.91,,,,,
394,03/14/17 02:15:00 PM,91.7,49.91,,,,,
395,03/14/17 02:30:00 PM,91.7,49.93,,,,,
396,03/14/17 02:45:00 PM,91.7,49.93,,,,,
397,03/14/17 03:00:00 PM,92.1,49.91,,,,,
398,03/14/17 03:15:00 PM,92.1,49.93,,,,,
399,03/14/17 03:30:00 PM,91.7,49.93,,,,,
400,03/14/17 03:45:00 PM,92.1,49.93,,,,,
401,03/14/17 04:00:00 PM,91.7,49.93,,,,,
402,03/14/17 04:15:00 PM,91.7,49.93,,,,,
403,03/14/17 04:30:00 PM,92.1,49.93,,,,,
404,03/14/17 04:45:00 PM,91.7,49.93,,,,,
405,03/14/17 05:00:00 PM,92.1,49.93,,,,,
406,03/14/17 05:15:00 PM,91.7,49.93,,,,,
407,03/14/17 05:30:00 PM,91.7,49.93,,,,,
408,03/14/17 05:45:00 PM,92.1,49.93,,,,,
409,03/14/17 06:00:00 PM,92.1,49.93,,,,,
410,03/14/17 06:15:00 PM,92.1,49.93,,,,,
411,03/14/17 06:30:00 PM,92.1,49.96,,,,,
412,03/14/17 06:45:00 PM,92.5,49.93,,,,,
413,03/14/17 07:00:00 PM,91.7,49.93,,,,,
414,03/14/17 07:15:00 PM,91.7,49.93,,,,,
415,03/14/17 07:30:00 PM,91.7,49.93,,,,,
416,03/14/17 07:45:00 PM,91.7,49.93,,,,,
417,03/14/17 08:00:00 PM,92.5,49.93,,,,,
418,03/14/17 08:15:00 PM,91.7,49.93,,,,,
419,03/14/17 08:30:00 PM,92.1,49.93,,,,,
420,03/14/17 08:45:00 PM,92.5,49.93,,,,,
421,03/14/17 09:00:00 PM,91.7,49.93,,,,,
422,03/14/17 09:15:00 PM,91.7,49.93,,,,,
423,03/14/17 09:30:00 PM,91.7,49.93,,,,,
424,03/14/17 09:45:00 PM,91.7,49.93,,,,,
425,03/14/17 10:00:00 PM,92.5,49.93,,,,,
426,03/14/17 10:15:00 PM,92.5,49.96,,,,,
427,03/14/17 10:30:00 PM,92.1,49.91,,,,,
428,03/14/17 10:45:00 PM,91.7,49.93,,,,,
429,03/14/17 11:00:00 PM,92.5,49.93,,,,,
430,03/14/17 11:15:00 PM,92.1,49.91,,,,,
431,03/14/17 11:30:00 PM,92.5,49.93,,,,,
432,03/14/17 11:45:00 PM,92.1,49.93,,,,,
433,03/15/17 12:00:00 AM,92.1,49.93,,,,,
434,03/15/17 12:15:00 AM,92.5,49.96,,,,,
435,03/15/17 12:30:00 AM,92.1,49.93,,,,,
436,03/15/17 12:45:00 AM,91.7,49.91,,,,,
437,03/15/17 01:00:00 AM,92.5,49.93,,,,,
438,03/15/17 01:15:00 AM,92.1,49.91,,,,,
439,03/15/17 01:30:00 AM,92.5,49.93,,,,,
440,03/15/17 01:45:00 AM,92.5,49.93,,,,,
441,03/15/17 02:00:00 AM,92.5,49.96,,,,,
442,03/15/17 02:15:00 AM,92.5,49.93,,,,,
443,03/15/17 02:30:00 AM,92.5,49.93,,,,,
444,03/15/17 02:45:00 AM,92.1,49.93,,,,,
445,03/15/17 03:00:00 AM,92.5,49.93,,,,,
446,03/15/17 03:15:00 AM,92.5,49.93,,,,,
447,03/15/17 03:30:00 AM,92.1,49.93,,,,,
448,03/15/17 03:45:00 AM,92.5,49.93,,,,,
449,03/15/17 04:00:00 AM,92.5,49.93,,,,,
450,03/15/17 04:15:00 AM,92.1,49.93,,,,,
451,03/15/17 04:30:00 AM,92.5,49.93,,,,,
452,03/15/17 04:45:00 AM,92.5,49.93,,,,,
453,03/15/17 05:00:00 AM,92.5,49.93,,,,,
454,03/15/17 05:15:00 AM,92.5,49.96,,,,,
455,03/15/17 05:30:00 AM,92.5,49.93,,,,,
456,03/15/17 05:45:00 AM,92.5,49.93,,,,,
457,03/15/17 06:00:00 AM,92.1,49.93,,,,,
458,03/15/17 06:15:00 AM,92.5,49.93,,,,,
459,03/15/17 06:30:00 AM,92.5,49.93,,,,,
460,03/15/17 06:45:00 AM,92.5,49.93,,,,,
